sgc_code,geo_name,geo_level,period,metric,value,unit,source_res_id,retrieved_date
3518009,Whitby T,CSD,2024,fir_own_source_revenue,224206629,CAD,RES-130032,2026-07-12
3518013,Oshawa C,CSD,2024,fir_total_revenue,295261361,CAD,RES-130032,2026-07-12
3518013,Oshawa C,CSD,2024,fir_own_source_revenue,283414141,CAD,RES-130032,2026-07-12
3518017,Clarington M,CSD,2024,fir_total_revenue,140986364,CAD,RES-130032,2026-07-12
3518017,Clarington M,CSD,2024,fir_own_source_revenue,135534071,CAD,RES-130032,2026-07-12
3518020,Scugog Tp,CSD,2024,fir_total_revenue,33985735,CAD,RES-130032,2026-07-12
3518020,Scugog Tp,CSD,2024,fir_own_source_revenue,31547574,CAD,RES-130032,2026-07-12
3518029,Uxbridge Tp,CSD,2024,fir_total_revenue,28198174,CAD,RES-130032,2026-07-12
3518029,Uxbridge Tp,CSD,2024,fir_own_source_revenue,26992898,CAD,RES-130032,2026-07-12
3518039,Brock Tp,CSD,2024,fir_total_revenue,17099896,CAD,RES-130032,2026-07-12
3518039,Brock Tp,CSD,2024,fir_own_source_revenue,15725314,CAD,RES-130032,2026-07-12
3519,York R,CD,2024,fir_total_revenue,3680341648,CAD,RES-130032,2026-07-12
3519,York R,CD,2024,fir_own_source_revenue,2786971708,CAD,RES-130032,2026-07-12
3519028,Vaughan C,CSD,2024,fir_total_revenue,1112261776,CAD,RES-130032,2026-07-12
3519028,Vaughan C,CSD,2024,fir_own_source_revenue,1077736389,CAD,RES-130032,2026-07-12
3519036,Markham C,CSD,2024,fir_total_revenue,1192270276,CAD,RES-130032,2026-07-12
3519036,Markham C,CSD,2024,fir_own_source_revenue,1172908101,CAD,RES-130032,2026-07-12
3519038,Richmond Hill C,CSD,2024,fir_total_revenue,390884006,CAD,RES-130032,2026-07-12
3519038,Richmond Hill C,CSD,2024,fir_own_source_revenue,387309631,CAD,RES-130032,2026-07-12
3519044,Whitchurch - Stouffville T,CSD,2024,fir_total_revenue,107160141,CAD,RES-130032,2026-07-12
3519044,Whitchurch - Stouffville T,CSD,2024,fir_own_source_revenue,103996469,CAD,RES-130032,2026-07-12
3519046,Aurora T,CSD,2024,fir_total_revenue,164590342,CAD,RES-130032,2026-07-12
3519046,Aurora T,CSD,2024,fir_own_source_revenue,158279174,CAD,RES-130032,2026-07-12
3519048,Newmarket T,CSD,2024,fir_total_revenue,215840756,CAD,RES-130032,2026-07-12
3519048,Newmarket T,CSD,2024,fir_own_source_revenue,206978076,CAD,RES-130032,2026-07-12
3519049,King Tp,CSD,2024,fir_total_revenue,103615969,CAD,RES-130032,2026-07-12
3519049,King Tp,CSD,2024,fir_own_source_revenue,90452015,CAD,RES-130032,2026-07-12
3519054,East Gwillimbury T,CSD,2024,fir_total_revenue,99256957,CAD,RES-130032,2026-07-12
3519054,East Gwillimbury T,CSD,2024,fir_own_source_revenue,97247197,CAD,RES-130032,2026-07-12
3519070,Georgina T,CSD,2024,fir_total_revenue,96999094,CAD,RES-130032,2026-07-12
3519070,Georgina T,CSD,2024,fir_own_source_revenue,90059248,CAD,RES-130032,2026-07-12
3520005,Toronto C,CSD,2024,fir_total_revenue,18201182088,CAD,RES-130032,2026-07-12
3520005,Toronto C,CSD,2024,fir_own_source_revenue,13564083824,CAD,RES-130032,2026-07-12
3521,Peel R,CD,2024,fir_total_revenue,3951060493,CAD,RES-130032,2026-07-12
3521,Peel R,CD,2024,fir_own_source_revenue,2841817962,CAD,RES-130032,2026-07-12
3521005,Mississauga C,CSD,2024,fir_total_revenue,1974204719,CAD,RES-130032,2026-07-12
3521005,Mississauga C,CSD,2024,fir_own_source_revenue,1971894841,CAD,RES-130032,2026-07-12
3521010,Brampton C,CSD,2024,fir_total_revenue,1182428887,CAD,RES-130032,2026-07-12
3521010,Brampton C,CSD,2024,fir_own_source_revenue,1137552098,CAD,RES-130032,2026-07-12
3521024,Caledon T,CSD,2024,fir_total_revenue,172461147,CAD,RES-130032,2026-07-12
3521024,Caledon T,CSD,2024,fir_own_source_revenue,166452718,CAD,RES-130032,2026-07-12
3522,Dufferin Co,CD,2024,fir_total_revenue,124962845,CAD,RES-130032,2026-07-12
3522,Dufferin Co,CD,2024,fir_own_source_revenue,67377778,CAD,RES-130032,2026-07-12
3522001,East Garafraxa Tp,CSD,2024,fir_total_revenue,5199719,CAD,RES-130032,2026-07-12
3522001,East Garafraxa Tp,CSD,2024,fir_own_source_revenue,4932575,CAD,RES-130032,2026-07-12
3522010,Grand Valley T,CSD,2024,fir_total_revenue,11277326,CAD,RES-130032,2026-07-12
3522010,Grand Valley T,CSD,2024,fir_own_source_revenue,10167886,CAD,RES-130032,2026-07-12
3522012,Mono T,CSD,2024,fir_total_revenue,14120194,CAD,RES-130032,2026-07-12
3522012,Mono T,CSD,2024,fir_own_source_revenue,13434182,CAD,RES-130032,2026-07-12
3522014,Orangeville T,CSD,2024,fir_total_revenue,80467924,CAD,RES-130032,2026-07-12
3522014,Orangeville T,CSD,2024,fir_own_source_revenue,75870306,CAD,RES-130032,2026-07-12
3522016,Mulmur Tp,CSD,2024,fir_total_revenue,7364021,CAD,RES-130032,2026-07-12
3522016,Mulmur Tp,CSD,2024,fir_own_source_revenue,6698759,CAD,RES-130032,2026-07-12
3522019,Melancthon Tp,CSD,2024,fir_total_revenue,5161042,CAD,RES-130032,2026-07-12
3522019,Melancthon Tp,CSD,2024,fir_own_source_revenue,4791540,CAD,RES-130032,2026-07-12
3522021,Shelburne T,CSD,2024,fir_total_revenue,23183899,CAD,RES-130032,2026-07-12
3522021,Shelburne T,CSD,2024,fir_own_source_revenue,20958638,CAD,RES-130032,2026-07-12
3523,Wellington Co,CD,2024,fir_total_revenue,334198685,CAD,RES-130032,2026-07-12
3523,Wellington Co,CD,2024,fir_own_source_revenue,210183805,CAD,RES-130032,2026-07-12
3523001,Puslinch Tp,CSD,2024,fir_total_revenue,10885284,CAD,RES-130032,2026-07-12
3523001,Puslinch Tp,CSD,2024,fir_own_source_revenue,10223261,CAD,RES-130032,2026-07-12
3523008,Guelph C,CSD,2024,fir_total_revenue,698411266,CAD,RES-130032,2026-07-12
3523008,Guelph C,CSD,2024,fir_own_source_revenue,588115119,CAD,RES-130032,2026-07-12
3523009,Guelph-Eramosa Tp,CSD,2024,fir_total_revenue,17028166,CAD,RES-130032,2026-07-12
3523009,Guelph-Eramosa Tp,CSD,2024,fir_own_source_revenue,16061097,CAD,RES-130032,2026-07-12
3523017,Erin T,CSD,2024,fir_total_revenue,89631020,CAD,RES-130032,2026-07-12
3523017,Erin T,CSD,2024,fir_own_source_revenue,85223766,CAD,RES-130032,2026-07-12
3523025,Centre Wellington Tp,CSD,2024,fir_total_revenue,78074893,CAD,RES-130032,2026-07-12
3523025,Centre Wellington Tp,CSD,2024,fir_own_source_revenue,70742239,CAD,RES-130032,2026-07-12
3523033,Mapleton Tp,CSD,2024,fir_total_revenue,21807950,CAD,RES-130032,2026-07-12
3523033,Mapleton Tp,CSD,2024,fir_own_source_revenue,19622640,CAD,RES-130032,2026-07-12
3523043,Minto T,CSD,2024,fir_total_revenue,19711647,CAD,RES-130032,2026-07-12
3523043,Minto T,CSD,2024,fir_own_source_revenue,17725426,CAD,RES-130032,2026-07-12
3523050,Wellington North Tp,CSD,2024,fir_total_revenue,29392407,CAD,RES-130032,2026-07-12
3523050,Wellington North Tp,CSD,2024,fir_own_source_revenue,24857175,CAD,RES-130032,2026-07-12
3524,Halton R,CD,2024,fir_total_revenue,1735020745,CAD,RES-130032,2026-07-12
3524,Halton R,CD,2024,fir_own_source_revenue,1278593216,CAD,RES-130032,2026-07-12
3524001,Oakville T,CSD,2024,fir_total_revenue,602318824,CAD,RES-130032,2026-07-12
3524001,Oakville T,CSD,2024,fir_own_source_revenue,574533461,CAD,RES-130032,2026-07-12
3524002,Burlington C,CSD,2024,fir_total_revenue,384756325,CAD,RES-130032,2026-07-12
3524002,Burlington C,CSD,2024,fir_own_source_revenue,373807245,CAD,RES-130032,2026-07-12
3524009,Milton T,CSD,2024,fir_total_revenue,223429760,CAD,RES-130032,2026-07-12
3524009,Milton T,CSD,2024,fir_own_source_revenue,215144000,CAD,RES-130032,2026-07-12
3524015,Halton Hills T,CSD,2024,fir_total_revenue,106694004,CAD,RES-130032,2026-07-12
3524015,Halton Hills T,CSD,2024,fir_own_source_revenue,101648148,CAD,RES-130032,2026-07-12
3526,Niagara R,CD,2024,fir_total_revenue,1462161000,CAD,RES-130032,2026-07-12
3526,Niagara R,CD,2024,fir_own_source_revenue,965379477,CAD,RES-130032,2026-07-12
3526003,Fort Erie T,CSD,2024,fir_total_revenue,88799972,CAD,RES-130032,2026-07-12
3526003,Fort Erie T,CSD,2024,fir_own_source_revenue,85188088,CAD,RES-130032,2026-07-12
3526011,Port Colborne C,CSD,2024,fir_total_revenue,58996708,CAD,RES-130032,2026-07-12
3526011,Port Colborne C,CSD,2024,fir_own_source_revenue,53382020,CAD,RES-130032,2026-07-12
3526014,Wainfleet Tp,CSD,2024,fir_total_revenue,13261287,CAD,RES-130032,2026-07-12
3526014,Wainfleet Tp,CSD,2024,fir_own_source_revenue,12760765,CAD,RES-130032,2026-07-12
3526021,West Lincoln Tp,CSD,2024,fir_total_revenue,21861925,CAD,RES-130032,2026-07-12
3526021,West Lincoln Tp,CSD,2024,fir_own_source_revenue,20747441,CAD,RES-130032,2026-07-12
3526028,Pelham T,CSD,2024,fir_total_revenue,39893344,CAD,RES-130032,2026-07-12
3526028,Pelham T,CSD,2024,fir_own_source_revenue,36287609,CAD,RES-130032,2026-07-12
3526032,Welland C,CSD,2024,fir_total_revenue,168038452,CAD,RES-130032,2026-07-12
3526032,Welland C,CSD,2024,fir_own_source_revenue,162869641,CAD,RES-130032,2026-07-12
3526037,Thorold C,CSD,2024,fir_total_revenue,80664747,CAD,RES-130032,2026-07-12
3526037,Thorold C,CSD,2024,fir_own_source_revenue,79447339,CAD,RES-130032,2026-07-12
